Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
2015-11-24,Naaptol,,Online and TV Shopping Marketplace,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0,http://www.Naaptol.com
2015-11-24,Crayon Data,,Big Data Analytics Platform,Chennai/ Singapore,Ratan Tata,Private Equity,,
2015-11-24,Stylofie,,Health and Beauty Services Marketplace,Gurgaon,Swastika,Seed Funding,250000.0,
2015-11-23,Medikoe,,Healthcare Services Discovery platform,Bangalore,Anil Menon,Seed Funding,100000.0,http://medikoe.com/
2015-11-23,RentoMojo,,"Online Furniture, Home Appliances Rental Platform",Bangalore,"IDG Ventures India,  Accel Partners India",Private Equity,2000000.0,http://www.rentomojo.com/
2015-11-21,Talkoot,,Social platform for traders and investors,Bangalore,Undisclosed investors,Seed Funding,100000.0,
2015-11-21,Caravan Craft,,Indian Ethnic Crafts Etailer,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0,http://caravancraft.com/
2015-11-21,Healers At Home,,"Home Healthcare Services platform,",New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,,http://www.healersathome.com/
2015-11-20,HeyPillow,,Online Real Estate Marketplace,Bangalore,Hampton Capital,Private Equity,3000000.0,http://www.heypillow.com/
2015-11-20,OUWT,,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,150000.0,
2015-11-20,Medinfi,,Health-Tech platform,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0,http://www.medinfi.com/
2015-11-20,Shopsense,,ecommerce related software product platform,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,,http://www.shopsense.co/
2015-11-20,MindTickle,,Sales & Productivity Software,Pune / US,New Enterprise Associates,Private Equity,12500000.0,http://www.mindtickle.com/
2015-11-19,PlaceofOrigin,,Online Gourmet Food Marketplace,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,  Ganapathy Venugopal.",Seed Funding,,http://www.placeoforigin.in/
2015-11-19,SenseGiz,,Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0,http://sensegiz.com/
2015-11-19,Fourseven,,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,455000.0,
2015-11-19,AHA Taxis,,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,,http://www.ahataxis.com/
2015-11-19,UrbanClap,,Mobile Services Marketplace,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0,https://www.urbanclap.com/
2015-11-18,Goodbox,,conversational commerce mobile app,Bangalore,Nexus Venture Partners,Private Equity,2500000.0,http://goodbox.in/
2015-11-18,ScoopWhoop,,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,4000000.0,http://www.scoopwhoop.com/
2015-11-18,Ola,,Car Aggregator & Retail Mobile App,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0,https://www.olacabs.com/
2015-11-18,Hipship,,Express local delivery platform,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,,
2015-11-18,Pickrr,,On-Demand Local Logistics provider,New Delhi,Palaash Ventures,Seed Funding,,http://pickrr.com/
2015-11-18,Truelancer,,Curated Freelancer Marketplace,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,,http://www.truelancer.com
2015-11-17,StyleTag,,Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani,Seed Funding,7500000.0,http://www.styletag.com/
2015-11-17,CraftsVilla,,Women Ethnic Wear  Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0,http://www.CraftsVilla.com
2015-11-17,Julia Computing,,Numerical Computing & Data Science Platform,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0,http://juliacomputing.com/
2015-11-17,BiBox,,Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0,http://www.bibox.in/
2015-11-17,Smytten,,Online Products Discovery Platform,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0,http://smytten.com/
2015-11-17,Convegenius,,Mobile Learning Solutions,Noida / Singapore,Enablers platform,Seed Funding,300000.0,http://convegenius.in/
2015-11-16,Renowala,,Home Improvement Service platform,Hyderabad,Logtally,Seed Funding,,http://renowala.com/
2015-11-16,Absentia,,Virtual Reality Headset creator,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0,http://www.absentiavr.com/
2015-11-16,Cashkaro.com,,Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital,Private Equity,3700000.0,http://Cashkaro.com
2015-11-16,TaskBucks,,mobile-only tasks marketplace,New Delhi,Times Internet,Private Equity,15000000.0,http://www.taskbucks.com/
2015-11-13,Flashdoor,,On Demand Laundry Service platform,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,,
2015-11-12,Hitwicket,,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,250000.0,http://hitwicket.com/
2015-11-11,6Degree,,Talent platform for Fashion professionals,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,,http://6degree.co/
2015-11-11,Gingercrush,,Product Customization Platform,Vadodara,TV Mohandas Pai’s family office,Seed Funding,,http://www.gingercrush.com/
2015-11-11,Delight Foods,,Branded Food products online sales,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,http://www.delightfoods.com/
2015-11-11,RenewBuy,,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,https://www.renewbuy.com/
2015-11-11,Grab,,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,,http://www.grab.in/
2015-11-10,Chefs Basket,,Ready to cook packaged Foods,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,http://chefsbasket.com/
2015-11-09,Zilingo,,Marketplace App for Bangkok,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,http://www.zilingo.com/
2015-11-09,AppVirality,,"Mobile Growth Hacking
Platform",Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,https://www.appvirality.com/
2015-11-09,iStar Skill Development,,Skill Training Startup,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,http://istarindia.weebly.com/
2015-11-09,BigStylist.com,,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,1000000.0,
2015-11-09,Skoov.com,,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,150000.0,http://skoov.com/
2015-11-09,Didi,,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,http://mydidi.in/
2015-11-06,Soothe Healthcare,,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,,
2015-11-06,RepUp,,Online Reputation Management Platform,Gurgaon,Indian Angel Network,Seed Funding,,http://repup.co/
2015-11-06,Satvacart,,Online Grocery platform,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,http://www.satvacart.com/
2015-11-06,POPxo.com,,Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,
2015-11-06,SparesHub,,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,http://spareshub.com/
2015-11-06,Yuvi Hospitality,,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,
2015-11-06,Explara,,Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,http://www.Explara.com
2015-11-05,BookMyBai,,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,http://www.bookmybai.com/
2015-11-05,Bobble,,Selfie Mobile App,New Delhi,SAIF Partners & others,Private Equity,,http://bobbleapp.me/
2015-11-05,MyIndianStay,,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,200000.0,http://myindianstay.com/
2015-11-04,YourDOST,,Online Counselling and psychological support platform,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,https://yourdost.com/#!
2015-11-04,Paytunes,,Voice Call incentivization mobile app,New Delhi,CIO Angel Network,Seed Funding,,https://www.paytunes.in/paytunes/front
2015-11-04,Shirsa Labs,,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,250000.0,http://shirsa.in/
2015-11-03,Pokkt,,Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0,http://www.pokkt.com/main
2015-11-03,Bidgely,,Efficient Energy Management platform,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,http://www.bidgely.com/
2015-11-03,Deyor Rooms,,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,
2015-11-03,Stuffed,,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,385000.0,http://stuffed.co.in/
2015-11-03,LoanBaba,,Online Loans Marketplace,Mumbai,,Seed Funding,320000.0,https://loanbaba.com/
2015-11-03,Sabse,,WiFi – first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,,http://www.sabse.com/
2015-11-03,Findyahan,,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,,http://www.findyahan.com/
2015-11-03,boibanit,,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,
2015-11-02,CityFlo,,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,750000.0,https://www.cityflo.com/
2015-11-02,Twigly,,Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,http://twigly.in/
2015-10-31,Jugnoo,,Autorickshaw Aggregator & Booking platform,Chandigarh,Paytm,Private Equity,10000000.0,https://jugnoo.in/
2015-10-30,TinyOwl,,Food Discovery & Delivery Mobile app,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,
2015-10-30,Niki.ai,,Artificial Intelligence Ecommerce Chatbot,Bangalore,Unilazer Ventures,Seed Funding,,https://niki.ai/
2015-10-30,Instavans,,Truck Aggregator & Logistics service,Bangalore,Suresh Vaswani,Seed Funding,,http://instavans.com/
2015-10-30,LiftO,,Ridesharing Mobile app,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,http://lifto.in/
2015-10-30,Toppr.com,,Competitive exam learning platform,Mumbai,InnoVen Capital,Private Equity,2000000.0,https://www.toppr.com/
2015-10-30,BeaconsTalk,,proximity marketing & Mobile Advertising platform,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,
2015-10-30,Kleeto,,Document Digitization platform,Gurgaon,GREX,Seed Funding,230000.0,
2015-10-29,Tavaga,,Investment management platform,Mumbai,Tracxn Syndicate,Seed Funding,,
2015-10-29,Moglix,,Industrial Toons Marketplace,Noida,"Accel Partner, Jungle Ventures",Private Equity,,http://www.moglix.com/
2015-10-29,ZopHop,,Public Commute helper App,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0,http://www.zophop.com/
2015-10-28,UrDoorStep,,Online Grocery Store,Bangalore,Jupiter Capital,Private Equity,,http://www.urdoorstep.com/
2015-10-28,Smartivity.in,,Virtual Reality activity based learning platform,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,
2015-10-28,ORIGA Leasing,,Asset Financing platform,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0,http://origaleasing.com/
2015-10-27,Care24,,Professional Health Services Platform,Mumbai,India Quotient,Seed Funding,350000.0,http://care24.co.in/
2015-10-27,Jombay,,Psychometric Test Online Software,Pune,Ventureworks India,Private Equity,,http://products.jombay.com/
2015-10-27,Happitoo,,Location based Nightlife recommendation  Platform,Mumbai,Unnamed investor,Seed Funding,77000.0,
2015-10-27,Roadrunnr,,Hyperlocal Logistics Service,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,
2015-10-27,Simpli5d,,Online user engagement platform,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,,http://nlpcaptcha.in/en/index.html
2015-10-26,Flexing It,,Professionals & Project Search Marketplace,New Delhi,undisclosed private investors,Seed Funding,500000.0,http://www.flexingit.com/
2015-10-26,Parcelled,,Online Logistics Platform,Bangalore,Delhivery,Private Equity,5000000.0,
2015-10-26,AlmaMapper,,Online Student & Campus Social Networking platform,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0,
2015-10-26,Netmeds.com,,Online Pharmacy,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,http://www.Netmeds.com
2015-10-26,Razorpay,,Online Payment Gateway,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,http://razorpay.com/
2015-10-23,Qik Stay,,Hotel Aggregator & booking platform,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0,http://qikstay.com/
2015-10-23,Frsh,,Online food ordering & Delivery service,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,http://frsh.com/#/
2015-10-23,Leaping Caravan,,Online food ordering & Delivery service,Gurgaon,Group of Angel investors,Seed Funding,150000.0,http://leapingcaravan.com/
2015-10-23,Medd,,Personal Diagnostic Mobile App,Mumbai,Group of Angel investors,Seed Funding,150000.0,
2015-10-21,White Owl Brewery,,Micro-Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0,http://whiteowl.in/
2015-10-21,Stockal,,Personalized Stock Intelligence Platform,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,,http://stockal.com/
2015-10-21,MealHopper,,Home Made Food Marketplace,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,
2015-10-21,Zenify.in,,residential rental management platform,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,https://www.zenify.in/
2015-10-21,AgentDesks,,Real Estate Mobile CRM,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,http://www.agentdesks.com/
2015-10-21,Jiyo Natural,,Healthy Meals Food delivery platform,Bangalore,Indian Angel Network,Seed Funding,,http://www.jiyonatural.com/
2015-10-20,iChef.in,,Gourmet Meals Delivery,Mumbai,Springboard Ventures,Private Equity,,http://ichef.in/#/home
2015-10-20,Opinio,,Last Mile Delivery Service,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0,
2015-10-20,PrimaSeller,,Order Fulfillment SAAS platform,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,,https://primaseller.com/
2015-10-20,Attune Technologies,,Healthcare IT Solutions & services,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,http://attunelive.com/
2015-10-19,Holidify,,Travel Destination Discovery platform,New Delhi,Aarti Group,Seed Funding,100000.0,http://www.holidify.com/
2015-10-19,Citrus Payment,,Payments Solution platform,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,http://www.citruspay.com/
2015-10-19,LetsVenture,,Startup Funding Marketplace,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,,https://letsventure.com/
2015-10-17,S-Cube Futuretech,,Structural & Civil Engg Service Automation,Mumbai,Parampara Capital,Private Equity,1000000.0,http://www.s-cube.in/
2015-10-16,mShipper,,Crowdsourced Delivery platform,New Delhi,Vijai Laxmi,Seed Funding,,
2015-10-16,Homers.in,,Home rental platform,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,,
2015-10-16,BolRealty,,Real Estate Insights platform,New Delhi,Manpreet Singh,Seed Funding,,
2015-10-15,Bounty App,,Online Purchase rewards app,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,,
2015-10-14,Zappfresh,,Raw Meat & Ready to eat food etailer,Gurgaon,Undisclosed Investors,Seed Funding,77000.0,http://www.zappfresh.com/
2015-10-14,Gaana.com,,Music Streaming mobile app,Mumbai,Micromax Informatics Ltd,Private Equity,,http://Gaana.com
2015-10-14,AskMyGift,,Personalized Wish List creator app,Noida,Turning Ideas,Seed Funding,50000.0,http://askmygift.com/
2015-10-14,GymTrekker,,Gym Discovery platform,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,,http://www.gymtrekker.com/
2015-10-13,Lookup,,Mobile Messaging Assistant App,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0,
2015-10-13,Voodoo,,Mobile Only Shopping Assistant,New Delhi,SAIF Partners,Seed Funding,1000000.0,http://voodoo-mobile.com/
2015-10-12,Bizongo,,B2B marketplace for industrial goods,Mumbai,Accel Partners,Seed Funding,,https://bizongo.in/
2015-10-12,Zify,,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,190000.0,http://zify.co
2015-10-12,Faircent,,Online P2P lending marketplace,Gurgaon,Aarin Capital Partners,Private Equity,,http://www.Faircent.com
2015-10-12,Gridle,,Cloud Based Collaboration platform,Ahmedabad,LetsVenture,Seed Funding,100000.0,https://gridle.io/
2015-10-12,Mubble,,Prepaid Bill manager App,Bangalore,Accel Partners,Private Equity,,http://www.mubble.in/
2015-10-12,Tripoto,,global community for travellers,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,http://www.tripoto.com/
2015-10-09,Inayo,,on-demand healthcare marketplace,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,
2015-10-09,Stockroom.io,,Developer Portfolio Showcase platform,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,http://stockroom.io/
2015-10-09,Curofy,,Doctors Network Mobile App,New Delhi,RoundGlass Partners,Private Equity,,https://curofy.com/
2015-10-09,Cloud Lending,,End-to-End Lending platform,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000.0,http://cloudlendinginc.com/
2015-10-09,Kulzy,,Advertising & Marketing Community Networking platform,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,https://www.kulzy.com/
2015-10-09,WoNoBo,,360-degree view creating platform,Bangalore,Quikr,Private Equity,,
2015-10-09,Zeppery,,Food Ordering & Delivery App,New Delhi,Suyash Sharma,Seed Funding,77000.0,
2015-10-08,Mobikon,,Hotel Mobile CRM Software platform,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,http://www.mobikontech.com/
2015-10-08,ZuperMeal,,Home Cooked Food marketplace & Delivery,Mumbai,"Sanjeev Kapoor,  Ravi Saxena & Others",Private Equity,2000000.0,
2015-10-08,Cube26,,Gesture based Mobile Development,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,
2015-10-08,Grabhouse,,Rental Accommodation Search platform,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,https://grabhouse.com/
2015-10-08,Quifers,,Logistics Tech Platform,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,http://www.quifers.com/
2015-10-07,GoJavas,,Delivery & Logistics Service provider,Gurgaon,Snapdeal,Private Equity,20000000.0,http://gojavas.com/
2015-10-07,Naturally Yours,,Organic Food etailer,Mumbai,Sanjay Mehta,Seed Funding,,http://www.naturallyyours.in/
2015-10-07,SchoolGuru,,E-Learning Service Provider,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,http://www.schoolguru.in/
2015-10-07,Scandid,,Product Discovery & comparison App,Pune,Micromax Informatics,Private Equity,,http://scandid.in/
2015-10-07,StalkBuyLove,,Online Apparels Fashion brand,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,http://www.stalkbuylove.com/
2015-10-06,Welcome Cure,,Online Homeopathy Clinic,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,http://www.welcomecure.com/
2015-10-06,Burger Singh,,QSR & Online delivery portal,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,http://burgersinghonline.com/
2015-10-06,SportyBeans,,multi-sport program for preschoolers,Pune,YouWeCan Ventures,Seed Funding,,http://www.sportybeans.com/
2015-10-06,SportzVillage,,Sports Management & Physical Education Business,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,http://www.sportzvillage.com/
2015-10-06,WorkIndia,,Job Board,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,http://www.workindia.in/
2015-10-06,DocPlexus,,Exclusive Platform for Doctors & Healthcare professionals,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,http://www.docplexus.in/
2015-10-05,Voylla,,Fashion jewelry and accessories e-tailer,Jaipur,Peepul Capital,Private Equity,15000000.0,http://www.voylla.com/
2015-10-05,Nykaa,,Beauty & Wellness Products e-tailer,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,http://www.nykaa.com/
2015-10-05,IndiaLends,,Online Consumer Lending platform,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,https://indialends.com/
2015-10-05,Rock N Shop,,Premium Apparel shopping portal,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,http://www.rocknshop.com/
2015-10-03,Chillr,,Mobile Payments App,Mumbai,Sequoia Capital,Private Equity,6000000.0,https://www.chillr.in/
2015-10-02,Shopalyst,,Product discovery & recommendation platform,Bangalore,Kalaari Capital,Private Equity,2000000.0,http://www.shopalyst.com/
2015-10-01,EasyFix,,Professional Services Marketplace,Gurgaon,Axilor Ventures,Seed Funding,,http://www.easyfix.in/
2015-10-01,Indifi,,Easy Business Loans platform,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,http://www.indifi.com/
2015-10-01,Wydr,,Performance based Wholesale Marketplace,New Delhi,Sandeep Aggarwal,Seed Funding,,http://wydr.in/
2015-10-01,Muvizz,,Movie-on-demand platform,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,
2015-10-01,Abhibus,,bus ticketing and fleet management platform,Hyderabad,Paytm (One97 communications),Private Equity,,http://www.abhibus.com/
2015-10-01,Cleartax,,Online Income Tax Filing platform,New Delhi,Paytm (One97 communications),Private Equity,,https://cleartax.in/
2015-09-30,Eywa Media,,Digital Signal processing platform,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0,http://eywamedia.com/
2015-09-30,FirstTouch,,Local Mobile OS,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,http://www.firstouchmobile.com/
2015-09-30,RedDoorz,,Budget Accommodation Platform,Noida,Jungle Ventures,Seed Funding,1000000.0,https://www.reddoorz.com/india/
2015-09-30,Infoworks,,Big Data Management Platform,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0,http://Infoworks.io
2015-09-29,Zakoopi,,Fashion Discovery platform,New Delhi,Uniqorn Ventures,Seed Funding,350000.0,
2015-09-29,LoanCircle,,Consumer lending marketplace,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,http://www.Loancircle.in
2015-09-29,Brigge,,Activity Based Social Network,Chennai,The Chennai Angels,Seed Funding,,
2015-09-29,Hugefly,,Ecommerce Product recommendation platform,Pune,Mayank Singhal and others,Seed Funding,,
2015-09-29,Paytm,,E-Commerce & M-Commerce platform,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,http://www.paytm.com
2015-09-29,Inmobi,,Mobile Advertising platform,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,http://www.inmobi.com/
2015-09-29,Peppertap,,Hyperlocal Grocery Delivery,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,
2015-09-28,Ola Cabs,,Cab Booking app platform,Bangalore,Didi Kuaidi,Private Equity,30000000.0,https://www.olacabs.com/
2015-09-28,Quickli,,hyperlocal delivery platform,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,
2015-09-25,TravelKhana,,online meal-booking platform for train travelers,New Delhi,Astarc Ventures & Others,Seed Funding,,http://www.TravelKhana.com
2015-09-24,Licious,,Online Meat Ordering platform,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,http://www.licious.in/
2015-09-24,Fourth Partner Energy,,Solar Power Solutions company,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,http://www.fourthpartner.co/
2015-09-24,Capabiliti,,Employee OnBoarding & Orientation platform,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,
2015-09-24,Quintype,,Data Driven Publishing platform,Bangalore,Raghav Bahl,Private Equity,3300000.0,https://www.quintype.com/
2015-09-23,SilverPush,,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,1200000.0,http://www.silverpush.co/
2015-09-23,InnerChef,,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0,http://www.innerchef.com/
2015-09-23,Credihealth,,Healthcare Consulting platform,Gurgaon,Rajat Malhotra,Seed Funding,,http://www.credihealth.com/
2015-09-23,Amigobulls,,Stock Market Portal,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,http://amigobulls.com/
2015-09-23,Juggernaut,,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,http://www.juggernaut.in/
2015-09-22,VillFarm,,Sustainable Agri-inputs Firm,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,
2015-09-22,Virtual Logic,,"virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,800000.0,
2015-09-22,Bestdealfinance,,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0,
2015-09-22,The Man Company,,Content-based Subscription eCommerce platform,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,http://www.themancompany.com/
2015-09-22,GameXS.in,,Pre-owned games Marketplace,New Delhi,Lead Angels,Seed Funding,,http://www.GameXS.in
